City,Address,Area(In Sq.Feet),Price(Float),Bedroom,Bathroom,Road,Face,Parking,Floors
 Kathmandu, Nagarjun,1197.875,30000000.0,4,3,16.0,East,3,2.5
 Kathmandu, Budhanilkantha,3080.25,55000000.0,4,4,20.0,South East,3,3.0
 Kathmandu, Budhanilkantha,2481.3125,58000000.0,5,5,20.0,East,1,3.0
 Kathmandu, Dhapasi,2994.6875,38500000.0,8,5,13.0,South East,6,
 Kathmandu, Nagarjun,855.625,18500000.0,5,3,13.0,North East,2,2.5
 Kathmandu, Chhauni,1582.90625,27000000.0,5,2,8.0,South East,2,2.5
 Kathmandu, Nagarjun,1711.25,31500000.0,5,2,13.0,South East,2,2.0
 Kathmandu, Budhanilkantha,6845.0,100000000.0,6,4,12.0,East,4,
 Kathmandu, Basundhara,6845.0,110000000.0,6,5,13.0,East,3,2.0
 Kathmandu, Budhanilkantha,4107.0,57000000.0,7,5,15.0,East,3,2.0
 Kathmandu, Budhanilkantha,2395.75,57500000.0,4,5,22.0,East,3,2.0
 Kathmandu, Baneshwor,1369.0,28500000.0,11,5,20.0,South,2,3.5
 Kathmandu, Minbhawan,6160.5,160000000.0,4,3,32.0,South,4,2.0
 Kathmandu, Budhanilkantha,1197.875,24500000.0,6,4,13.0,East,2,2.5
 Kathmandu, Sitapaila,1711.25,29000000.0,4,4,15.0,West,2,
 Bhaktapur, Bode,7529.5,140000000.0,5,7,20.0,East,2,3.0
 Kathmandu, Swayambhu,1711.25,47500000.0,12,5,15.0,East,2,
 Lalitpur, Patan,1026.75,24000000.0,7,4,13.0,West,4,4.0
 Lalitpur, Hattiban,1711.25,35000000.0,11,5,16.0,East,1,3.0
 Lalitpur, Sovahity,1026.75,20000000.0,4,3,10.0,South,1,2.5
 Lalitpur, Imadol,1796.8125,32500000.0,6,5,13.0,South East,2,3.0
 Kathmandu, Baluwatar,4192.5625,65000000.0,0,0,18.0,West,0,
 Kathmandu, Mid Baneshwor,1369.0,44000000.0,0,0,18.0,North,0,3.0
 Kathmandu, Budhanilkantha,5476.0,87500000.0,4,0,14.0,North,0,3.0
 Kathmandu, Hattigauda,855.625,15000000.0,4,2,8.0,South,0,3.0
 Kathmandu, Dillibazar,1369.0,34000000.0,0,0,13.0,East,0,2.0
 Kathmandu, Budhanilkantha,1711.25,50000000.0,6,5,16.0,East,2,
 Kathmandu, Budhanilkantha,3764.75,150000000.0,4,0,16.0,East,3,
 Kathmandu, Boudha,1561.515625,20531250.0,4,3,16.0,South West,0,3.0
 Kathmandu, Kalanki,0.0,19000000.0,7,3,10.0,South West,1,
 Lalitpur, Imadol,1369.0,35000000.0,13,6,15.0,North,1,4.5
 Kathmandu, Hattigauda,6845.0,100000000.0,5,6,15.0,East,4,3.0
 Kathmandu, Jorpati,941.1875,13000000.0,5,2,8.0,North East,6,3.0
 Kathmandu, Budhanilkantha,4107.0,60000000.0,6,6,13.0,East,3,3.0
 Kathmandu, Tokha,1283.4375,23500000.0,7,6,15.0,East,1,3.0
 Kathmandu, Baneshwor,1369.0,55500000.0,8,9,15.0,East,2,
 Kathmandu, Budhanilkantha,1796.8125,26000000.0,3,3,22.0,South,2,
 Kathmandu, Hattigauda,8214.0,95000000.0,5,4,22.0,East,6,
 Kathmandu, Budhanilkantha,1796.8125,50000000.0,4,4,20.0,West,0,3.0
 Kathmandu, Pepsicola,1026.75,25000000.0,5,4,18.0,North East,2,2.5
 Kathmandu, Maharajgunj,2738.0,48000000.0,7,6,10.0,South,1,3.0
 Kathmandu, Teku,3764.75,176000000.0,0,0,13.0,North,0,
 Lalitpur, Imadol,1882.375,31000000.0,6,3,12.0,East,1,3.0
 Kathmandu, Budhanilkantha,1026.75,25000000.0,9,3,13.0,South,2,3.0
 Lalitpur, Imadol,1026.75,21000000.0,5,4,12.0,West,2,2.5
 Lalitpur, Imadol,1026.75,19500000.0,5,4,12.0,East,2,2.5
 Kathmandu, Basundhara,48.68,26000000.0,0,4,216.546,North,0,4.0
 Kathmandu, Syuchatar,1454.5625,21000000.0,5,4,16.0,West,1,2.0
 Kathmandu, Syuchatar,1369.0,25000000.0,7,5,13.0,North East,2,3.0
 Kathmandu, Naikap,1369.0,22500000.0,5,4,14.0,North East,2,2.0
 Kathmandu, Syuchatar,1369.0,24500000.0,7,4,13.0,East,1,2.0
 Kathmandu, Syuchatar,1283.4375,22400000.0,6,4,13.0,North East,2,3.0
 Lalitpur, Imadol,1197.875,21400000.0,4,4,13.0,North East,1,2.5
 Lalitpur, Imadol,1026.75,12500000.0,2,1,13.0,East,1,1.5
 Kathmandu, Hattigauda,2395.75,34000000.0,6,4,13.0,South West,2,
 Kathmandu, Budhanilkantha,1369.0,22000000.0,6,4,15.0,East,1,3.0
 Kathmandu, Hattigauda,3764.75,42000000.0,5,4,13.0,East,2,
 Kathmandu, Koteshwor,2139.0625,46500000.0,7,4,20.0,North,2,4.0
 Kathmandu, Mandikatar,17797.0,260000000.0,5,4,18.0,East,5,3.0
 Kathmandu, Pasikot,6845.0,70000000.0,5,5,13.0,South,10,3.0
 Kathmandu, Dhumbarahi,2395.75,45000000.0,10,10,12.0,East,3,4.0
 Kathmandu, Budhanilkantha,2738.0,39000000.0,8,8,16.0,East,4,
 Kathmandu, Chandol,1369.0,33500000.0,4,5,16.0,East,1,3.0
 Kathmandu, Chundevi,6845.0,155000000.0,6,6,0.0,West,5,
 Kathmandu, Budhanilkantha,4107.0,72000000.0,5,6,15.0,South East,3,3.0
 Kathmandu, Budhanilkantha,2738.0,42500000.0,5,5,13.0,East,3,3.0
 Kathmandu, Budhanilkantha,2652.4375,59000000.0,4,6,20.0,South East,2,3.0
 Kathmandu, Bhangal,1454.5625,16500000.0,5,4,13.0,South West,1,3.0
 Kathmandu, Boudha,1026.75,19000000.0,6,3,8.0,East,2,3.0
 Kathmandu, Grande Villa,1112.3125,21000000.0,0,0,16.0,South,0,3.0
 Kathmandu, Koteshwor,1561.515625,159687500.0,15,0,13.0,South East,2,4.0
 Kathmandu, Syuchatar,1925.15625,25500000.0,4,2,0.0,West,1,2.0
 Kathmandu, Matatirtha,1711.25,20000000.0,6,3,12.0,East,1,
 Lalitpur, Hattiban,855.625,19000000.0,4,3,13.0,East,1,
 Kathmandu, Tahachal,2395.75,50000000.0,10,7,12.0,East,1,
 Lalitpur, Ekantakuna,1967.9375,33000000.0,3,0,13.0,North,2,
 Kathmandu, Budhanilkantha,2139.0625,32000000.0,4,6,20.0,North,3,3.0
 Kathmandu, Budhanilkantha,3764.75,85000000.0,8,8,13.0,South,3,3.0
 Kathmandu, Budhanilkantha,1582.90625,30000000.0,6,4,13.0,East,1,
 Kathmandu, Tinkune,1796.8125,350.0,0,0,20.0,South,0,
 Kathmandu, Dallu,11208.6875,278375000.0,0,0,22.0,West,0,3.0
 Kathmandu, Budhanilkantha,2053.5,36000000.0,5,7,14.0,East,2,3.0
 Kathmandu, Maharajgunj,684.5,17000000.0,0,0,40.0,East,0,6.0
 Kathmandu, Bansbari,2738.0,47500000.0,4,5,16.0,East,3,2.0
 Kathmandu, Dhapasi,10267.5,120000000.0,5,6,15.0,East,5,
 Kathmandu, Budhanilkantha,2738.0,45000000.0,5,7,20.0,South East,3,3.0
 Kathmandu, Bansbari,2053.5,36000000.0,6,6,10.0,South East,2,3.0
 Kathmandu, Sunderbasti,1796.8125,26500000.0,6,5,12.0,East,2,3.0
 Kathmandu, Baneshwor,2738.0,47500000.0,5,4,10.0,West,1,2.5
 Lalitpur, Nakhipot,3058.859375,57500000.0,6,5,20.0,West,3,3.0
 Kathmandu, Bansbari,2738.0,45000000.0,6,5,16.0,North West,2,3.0
 Kathmandu, Golfutar,6502.75,100000000.0,6,6,13.0,East,4,3.0
 Kathmandu, Golfutar,2139.0625,43000000.0,4,4,20.0,South East,1,3.0
 Kathmandu, Budhanilkantha,7187.25,100000000.0,5,7,15.0,South,4,3.0
 Kathmandu, Samakhusi,2395.75,55000000.0,7,7,20.0,North,3,3.0
 Kathmandu, Samakhusi,1369.0,32000000.0,6,6,15.0,East,1,3.0
 Kathmandu, Chappal Karkhana,1026.75,32000000.0,4,5,13.0,South West,1,3.0
 Kathmandu, Tahachal,2139.0625,41000000.0,0,0,22.0,South,0,
 Kathmandu, Maharajgunj,1112.3125,32000000.0,0,0,12.0,South,0,3.0
 Kathmandu, Maharajgunj,6160.5,169999992.0,7,4,12.0,East,8,3.0
 Kathmandu, Budhanilkantha,1540.125,25000000.0,7,5,12.0,North West,0,2.0
 Kathmandu, Budhanilkantha,2053.5,32000000.0,4,5,13.0,South,3,
 Kathmandu, Baluwatar,770.0625,23000000.0,4,2,15.0,East,1,3.0
 Kathmandu, Maitidevi,2053.5,55000000.0,4,2,13.0,East,1,
 Kathmandu, Chhauni,1026.75,27000000.0,6,2,13.0,East,1,
 Lalitpur, Thasikhel,2224.625,35000000.0,0,0,13.0,South,0,2.0
 Kathmandu, Baneshwor,7529.5,150000000.0,8,5,14.0,East,10,2.0
 Kathmandu, Budhanilkantha,2053.5,45000000.0,5,6,26.0,East,3,3.0
 Lalitpur, Bhaisepati,1347.609375,24000000.0,4,4,15.0,South East,1,
 Lalitpur, Balkumari,3508.0625,47000000.0,4,4,20.0,South,4,2.0
 Kathmandu, Tokha,1380.0,17500000.0,3,3,0.0,North East,1,6.0
 Bhaktapur, Balkot,2395.75,70000000.0,5,9,14.0,East,4,2.0
 Kathmandu, Kalanki,1454.5625,38000000.0,9,5,26.0,South East,0,4.0
 Kathmandu, Kadaghari,1048.140625,19000000.0,6,3,13.0,South,1,3.5
 Kathmandu, Swayambhu,2395.75,35000000.0,9,4,0.0,East,10,3.0
 Kathmandu, Koteshwor,919.796875,33000000.0,0,3,10.0,East,1,3.0
 Kathmandu, Chabahil,3080.25,57500000.0,0,0,0.0,East,0,4.0
 Kathmandu, Sitapaila,1369.0,30000000.0,6,4,11.0,North West,1,2.0
 Kathmandu, Chabahil,4791.5,130000000.0,20,0,30.0,North,0,4.0
 Kathmandu, Pepsicola,1112.3125,21500000.0,6,6,13.0,East,1,2.5
 Bhaktapur, Suryabinayak,2053.5,20000000.0,0,0,20.0,North,0,
 Lalitpur, Jawalakhel,1069.53125,39800000.0,6,5,14.0,South East,1,3.0
 Kathmandu, Kadaghari,1112.3125,21000000.0,6,4,13.0,West,2,2.5
 Kathmandu, Sitapaila,2053.5,29000000.0,6,4,10.0,East,4,3.0
 Lalitpur, Harisiddhi,1454.5625,20000000.0,5,3,0.0,East,1,2.0
 Lalitpur, Lubhu,1219.265625,17000000.0,5,5,13.0,East,0,4.0
 Kathmandu, Kapan,1454.5625,26500000.0,11,4,13.0,East,2,3.0
 Kathmandu, Baluwatar,5304.875,122450000.0,2,4,14.0,East,4,
 Kathmandu, Gokarneshwor,1112.3125,10500000.0,2,2,12.0,South East,1,1.5
 Kathmandu, Kirtipur,770.0625,9500000.0,0,0,12.0,West,0,2.0
 Kathmandu, Sukedhara,7786.1875,42500000.0,0,0,13.0,West,0,
 Kathmandu, Gyaneshwor,2224.625,56000000.0,6,5,15.0,South,2,3.0
 Lalitpur, Mahalaxmi Nagarpalika,1283.4375,21500000.0,2,4,12.0,North,1,3.0
 Kathmandu, Tarkeshwor,1454.5625,180.0,4,3,26.0,South,1,3.0
 Kathmandu, Jorpati,342.25,25000000.0,7,4,14.0,North,1,
 Lalitpur, Lamatar,55102.25,230000001.0,9,5,14.0,East,11,2.0
 Lalitpur, Mahalaxmisthan,1026.75,12500000.0,2,1,15.0,South,0,1.0
 Kathmandu, Pasikot,1796.8125,28000000.0,8,3,14.0,East,4,3.0
 Bhaktapur, Duwakot,1369.0,14500000.0,6,3,10.0,North,3,3.0
 Bhaktapur, Bhaktapur,1369.0,8000000.0,3,1,8.0,East,1,1.0
 Kathmandu, Kavresthali,1454.5625,24000000.0,5,3,13.0,East,4,2.0
 Lalitpur, Imadol,1197.875,25000000.0,5,3,13.0,South West,1,2.5
 Lalitpur, Imadol,1197.875,28700000.0,5,4,13.0,East,1,2.5
 Lalitpur, Tikathali,941.1875,11200000.0,2,1,13.0,East,1,1.5
 Lalitpur, Imadol,941.1875,11500000.0,2,1,13.0,West,1,1.5
 Lalitpur, Hattiban,1711.25,46000000.0,5,4,14.0,East,4,2.0
 Kathmandu, Kalanki,1369.0,25000000.0,7,4,13.0,South,1,
 Kathmandu, Guheshwori,919.796875,21500000.0,8,4,13.0,West,1,2.0
 Lalitpur, Imadol,1112.3125,19500000.0,6,3,12.0,South,1,2.5
 Kathmandu, Samakhusi,11636.5,190000000.0,0,0,15.0,South East,10,
 Kathmandu, Naya Bazar,1026.75,31000000.0,3,4,0.0,East,1,3.0
 Lalitpur, Bhaisepati,1369.0,25000000.0,6,4,13.0,North,2,3.0
 Kathmandu, Kageshwari-Manohara,1048.140625,18500000.0,6,3,13.0,South West,1,3.0
 Kathmandu, Kapan,1369.0,27500000.0,0,0,20.0,West,0,
 Kathmandu, Lazimpat,2139.0625,69000000.0,18,9,14.0,East,2,4.0
 Kathmandu, Bhatbhateni,4107.0,110000000.0,5,5,15.0,East,4,3.0
 Lalitpur, Tikathali,1561.515625,19500000.0,5,4,15.0,South East,1,2.0
 Kathmandu, Gaurighat,2053.5,40000000.0,0,4,22.0,South East,1,3.0
 Kathmandu, Chundevi,8898.5,150000000.0,4,4,20.0,East,2,
 Kathmandu, Gairidhara,1711.25,53500000.0,5,7,15.0,East,4,4.0
 Kathmandu, Samakhusi,2053.5,7500000.0,0,0,20.0,North,0,
 Kathmandu, Chundevi,8898.5,150000000.0,5,0,15.0,East,0,
 Bhaktapur, Suryabinayak,1369.0,28500000.0,12,3,13.0,East,0,3.0
 Kathmandu, Thulo Bharyang,1197.875,25500000.0,3,3,12.0,East,1,8.0
 Kathmandu, Thali,1369.0,15000000.0,2,1,18.0,North East,1,1.0
 Kathmandu, Kamaladi,1711.25,125000000.0,0,0,25.0,East,0,3.0
 Kathmandu, Chandol,3379.71875,80000000.0,5,6,20.0,East,2,2.5
 Kathmandu, Bishal Nagar,10267.5,250000000.0,0,0,15.0,East,0,
 Lalitpur, Sanepa,1540.125,32500000.0,6,4,12.0,East,1,3.0
 Kathmandu, Sukedhara,1625.6875,26000000.0,5,4,0.0,East,4,3.0
 Kathmandu, Kapan,1112.3125,11000000.0,0,0,12.0,West,0,3.0
 Kathmandu, Bishal Nagar,2738.0,48000000.0,6,3,12.0,North West,3,3.0
 Kathmandu, Dhapasi,4877.0625,55000000.0,5,3,14.0,East,8,3.0
 Kathmandu, Basundhara,1026.75,30000000.0,6,3,5.0,South,1,3.0
 Lalitpur, Ekantakuna,4107.0,45000000.0,3,3,15.0,West,4,2.0
 Kathmandu, Lazimpat,2738.0,60000000.0,11,3,20.0,East,8,2.0
 Kathmandu, Kapan,1796.8125,23500000.0,5,5,13.0,South West,1,3.0
 Kathmandu, Baneshwor,2738.0,80000000.0,13,4,14.0,East,4,4.0
 Kathmandu, Budhanilkantha,2823.5625,58000000.0,9,4,20.0,East,4,3.0
 Lalitpur, Imadol,748.671875,13500000.0,3,2,18.0,West,1,2.0
 Kathmandu, Samakhusi,2053.5,90000000.0,31,4,20.0,East,4,5.0
 Kathmandu, Gongabu,1711.25,90000000.0,31,4,20.0,East,4,5.0
 Kathmandu, Maitidevi,1454.5625,42500000.0,12,0,13.0,East,1,4.0
 Kathmandu, Narephate,1219.265625,19000000.0,0,0,0.0,East,0,
 Kathmandu, Budhanilkantha,10267.5,180000000.0,7,7,15.0,East,10,3.0
 Kathmandu, Basantapur,1112.3125,16000000.0,7,2,0.0,East,0,
 Kathmandu, Kalanki,4192.5625,160000000.0,20,5,20.0,East,10,5.0
 Kathmandu, Kamaladi,3529.453125,220000000.0,16,4,20.0,East,12,4.0
 Kathmandu, Golfutar,1796.8125,33000000.0,5,5,14.0,West,0,
 Kathmandu, Hattigauda,1711.25,33400000.0,5,5,13.0,South West,2,3.0
 Kathmandu, Samakhusi,5476.0,140000000.0,12,4,20.0,East,4,4.0
 Kathmandu, Kirtipur,1283.4375,17000000.0,6,3,12.0,South East,1,3.0
 Kathmandu, Tinkune,3422.5,60000000.0,6,3,14.0,East,8,2.0
 Lalitpur, Lalitpur,4877.0625,51000000.0,8,4,14.0,East,5,3.0
 Kathmandu, Mulpani,2738.0,49800000.0,5,6,20.0,East,3,3.0
 Kathmandu, Ravi Bhawan,18567.0625,217000000.0,11,4,14.0,East,12,4.0
 Lalitpur, Khumaltar,3422.5,60000000.0,6,2,14.0,North,4,2.0
 Kathmandu, Chapali,1711.25,35500000.0,4,0,15.0,South,0,
 Kathmandu, Hattigauda,1711.25,31000000.0,6,5,13.0,North,2,3.0
 Kathmandu, Ghattekulo,4877.0625,100000000.0,8,4,14.0,East,6,3.0
 Kathmandu, Dallu,2481.3125,55000000.0,7,3,14.0,South,4,3.0
 Kathmandu, Sanobharyang,1112.3125,23000000.0,5,3,14.0,East,3,3.0
 Lalitpur, Chakupat,1625.6875,35000000.0,5,3,13.0,South,5,3.0
 Kathmandu, Mandikatar,120.0,25000000.0,7,5,13.0,West,1,3.0
 Kathmandu, Nepaltar,1197.875,25000000.0,8,5,13.0,East,2,3.0
 Kathmandu, Banasthali,3508.0625,50000000.0,7,4,14.0,East,6,3.0
 Kathmandu, Anamnagar,2139.0625,50000000.0,12,4,14.0,East,7,
 Lalitpur, Bhaisepati,1475.953125,27500000.0,5,3,20.0,East,3,2.0
 Kathmandu, Dillibazar,1283.4375,56000000.0,20,6,20.0,East,5,6.0
 Kathmandu, Basundhara,4107.0,62500000.0,8,4,20.0,North,10,3.0
 Lalitpur, Imadol,1026.75,16000000.0,5,3,12.0,East,1,3.0
 Kathmandu, Golfutar,1197.875,23000000.0,5,5,33.0,North,1,3.0
 Kathmandu, Basundhara,1711.25,35000000.0,6,7,15.0,East,1,3.0
 Kathmandu, Chabahil,10952.0,150000000.0,5,6,15.0,East,4,3.0
 Kathmandu, Chandragiri,855.625,12900000.0,4,3,13.0,South,1,3.0
 Kathmandu, Tokha,1882.375,25000000.0,7,6,18.0,West,1,3.0
 Kathmandu, Golfutar,6673.875,110000000.0,6,3,20.0,East,10,2.0
 Kathmandu, Banasthali,4385.078125,100000000.0,5,6,13.0,East,9,3.0
 Kathmandu, Baluwatar,4406.46875,100000000.0,10,8,20.0,North,5,3.5
 Kathmandu, Sukedhara,1369.0,32500000.0,6,4,12.0,South East,1,2.5
 Kathmandu, Chapali,1540.125,39900000.0,5,4,14.0,North West,1,3.0
 Kathmandu, Budhanilkantha,1711.25,15000000.0,2,2,12.0,South,1,1.0
 Kathmandu, Sitapaila,1369.0,25500000.0,6,6,13.0,East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,52500000.0,5,5,20.0,South East,3,3.0
 Kathmandu, Budhanilkantha,1369.0,26500000.0,6,6,13.0,East,1,3.0
 Bhaktapur, Sipadol,1197.875,19000000.0,7,3,10.0,East,1,3.0
 Bhaktapur, Radhe Radhe,1197.875,22000000.0,0,0,20.0,East,0,
 Kathmandu, Balaju,7187.25,145000000.0,95,40,20.0,East,7,5.0
 Kathmandu, Budhanilkantha,6502.75,55000000.0,5,6,20.0,South,4,3.0
 Kathmandu, Sitapaila,1369.0,24000000.0,4,4,13.0,East,1,2.5
 Kathmandu, Dhapasi,2139.0625,37000000.0,6,6,32.0,South East,3,3.0
 Kathmandu, Golfutar,6502.75,102500000.0,6,6,13.0,East,4,3.0
 Lalitpur, Imadol,1197.875,21000000.0,4,3,13.0,East,1,2.5
 Lalitpur, Imadol,1026.75,17500000.0,5,3,13.0,South,1,3.0
 Kathmandu, Baluwatar,3422.5,130000000.0,5,6,15.0,East,3,3.0
 Kathmandu, Budhanilkantha,7187.25,105000000.0,8,8,15.0,East,4,4.0
 Kathmandu, Budhanilkantha,1369.0,105000000.0,5,5,15.0,South,4,3.0
 Kathmandu, Mandikatar,2395.75,40000000.0,7,7,15.0,East,2,4.0
 Kathmandu, Kapan,1369.0,27500000.0,6,5,16.0,East,1,3.0
 Kathmandu, Hattigauda,1711.25,26500000.0,6,6,14.0,West,2,3.0
 Kathmandu, Budhanilkantha,3764.75,60000000.0,6,6,15.0,South East,4,3.0
 Kathmandu, Budhanilkantha,1112.3125,22500000.0,6,6,18.0,North East,1,3.0
 Kathmandu, Baluwatar,10267.5,250000000.0,6,5,15.0,East,10,3.0
 Kathmandu, Tokha,3080.25,40000000.0,9,6,13.0,East,3,4.0
 Kathmandu, Sukedhara,1454.5625,30000000.0,6,5,15.0,East,1,3.0
 Kathmandu, Maligaon,4107.0,65000000.0,6,6,14.0,East,4,3.0
 Kathmandu, Budhanilkantha,1711.25,33000000.0,5,6,13.0,North,2,3.0
 Kathmandu, Budhanilkantha,1369.0,30500000.0,5,5,13.0,West,1,2.0
 Kathmandu, Mandikatar,1112.3125,14000000.0,2,2,13.0,South West,1,1.0
 Kathmandu, Budhanilkantha,1369.0,28000000.0,6,6,13.0,South East,1,3.0
 Kathmandu, Tokha,1369.0,41000000.0,10,5,26.0,South East,3,4.0
 Kathmandu, Budhanilkantha,1796.8125,27000000.0,6,6,14.0,East,2,3.0
 Kathmandu, Tokha,1112.3125,22000000.0,5,5,13.0,East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,37000000.0,5,5,15.0,South East,3,3.0
 Kathmandu, Naikap,1369.0,22500000.0,5,3,13.0,East,1,3.0
 Kathmandu, Satungal,1818.203125,42500000.0,0,0,29.0,West,0,
 Kathmandu, Budhanilkantha,1711.25,37500000.0,5,5,0.0,South East,2,3.0
 Kathmandu, Tarkeshwor,1112.3125,13000000.0,2,1,0.0,West,1,1.0
 Kathmandu, Jorpati,1197.875,21000000.0,5,3,12.0,South West,1,3.0
 Kathmandu, Makalbari,1475.953125,20000000.0,7,3,10.0,West,2,2.5
 Kathmandu, Dhapasi,2994.6875,40000000.0,8,4,12.0,South,5,3.0
 Lalitpur, Imadol,1026.75,12500000.0,2,1,20.0,West,1,1.0
 Lalitpur, Imadol,1112.3125,19500000.0,5,3,20.0,East,1,2.5
 Lalitpur, Imadol,1369.0,21000000.0,0,3,12.0,East,1,3.0
 Kathmandu, Manamaiju,1411.78125,26000000.0,8,4,16.0,South,1,3.0
 Lalitpur, Imadol,1026.75,23500000.0,6,4,10.0,North,1,3.0
 Kathmandu, Kalanki,1369.0,17000000.0,4,3,10.0,North West,1,2.5
 Lalitpur, Imadol,1112.3125,12500000.0,2,1,13.0,South,1,1.5
 Lalitpur, Imadol,1155.09375,12500000.0,2,1,13.0,West,1,1.5
 Lalitpur, Tikathali,1026.75,12500000.0,2,1,13.0,South,1,1.5
 Lalitpur, Imadol,1197.875,19000000.0,4,3,13.0,North West,2,2.5
 Kathmandu, Kadaghari,1369.0,15500000.0,2,1,20.0,South West,2,1.5
 Lalitpur, Imadol,1369.0,22000000.0,5,3,10.0,North West,1,2.5
 Lalitpur, Godawari,1711.25,12500000.0,3,1,16.0,West,1,2.0
 Kathmandu, Tarkeshwor,1112.3125,17000000.0,0,2,20.0,South,1,3.0
 Lalitpur, Imadol,1026.75,13000000.0,4,2,13.0,North East,1,1.5
 Lalitpur, Tikathali,941.1875,11000000.0,2,1,13.0,West,2,1.5
 Kathmandu, Satungal,1818.203125,42500000.0,28,0,29.0,East,0,5.0
 Lalitpur, Bhaisepati,1625.6875,31500000.0,4,4,12.0,South,1,3.0
 Kathmandu, Tokha,1711.25,30000000.0,6,5,14.0,North,2,3.0
 Lalitpur, Harisiddhi,1090.921875,20000000.0,3,3,18.0,South East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,57500000.0,4,5,20.0,South West,1,3.0
 Kathmandu, Sankhamul,1240.65625,35000000.0,7,3,12.0,West,2,2.5
 Kathmandu, Chabahil,1112.3125,25000000.0,6,4,20.0,East,2,4.0
 Kathmandu, Gothatar,1197.875,15500000.0,0,0,13.0,North,0,2.0
 Kathmandu, Golfutar,1369.0,37000000.0,5,6,20.0,South,2,3.0
 Lalitpur, Dhapakhel,1369.0,25600000.0,0,0,10.0,East,1,4.0
 Kathmandu, Golfutar,1369.0,37000000.0,5,5,20.0,South,1,3.0
 Kathmandu, Sukedhara,2053.5,45000000.0,6,6,20.0,East,3,3.0
 Kathmandu, Manamaiju,7443.9375,17000000.0,5,3,12.0,East,1,3.0
 Kathmandu, Narephate,2053.5,33000000.0,6,4,20.0,East,1,2.5
 Kathmandu, Goldhunga,1026.75,16500000.0,6,3,10.0,South East,1,2.5
 Kathmandu, Sitapaila,1283.4375,20500000.0,4,4,13.0,East,1,2.5
 Lalitpur, Imadol,7786.1875,25000000.0,7,6,13.0,North East,3,3.0
 Lalitpur, Imadol,1369.0,21000000.0,4,5,20.0,South West,1,1.0
 Kathmandu, Gairidhara,1711.25,55000000.0,4,5,14.0,East,4,3.0
 Kathmandu, Sanobharyang,1112.3125,22500000.0,6,5,14.0,East,1,3.0
 Kathmandu, Budhanilkantha,2053.5,45000000.0,5,6,13.0,North East,3,3.0
 Kathmandu, Golfutar,6502.75,102500000.0,6,6,13.0,East,4,3.0
 Kathmandu, Swayambhu,1026.75,23500000.0,6,5,13.0,East,1,3.0
 Kathmandu, Kadaghari,1197.875,13000000.0,2,1,10.0,East,2,1.0
 Kathmandu, Budhanilkantha,1369.0,32500000.0,5,5,13.0,East,1,3.0
 Kathmandu, Satungal,1711.25,26000000.0,11,9,13.0,North,1,3.0
 Kathmandu, Baluwatar,2053.5,61000000.0,5,6,14.0,North,2,3.0
 Lalitpur, Dhapakhel,855.625,17700000.0,3,4,12.0,West,1,2.5
 Kathmandu, Chapali,1711.25,24000000.0,7,8,13.0,South East,1,4.0
 Kathmandu, Pasikot,1026.75,16800000.0,5,5,14.0,North East,1,3.0
 Kathmandu, Budhanilkantha,2738.0,42000000.0,5,5,20.0,East,4,3.0
 Kathmandu, Budhanilkantha,1026.75,22500000.0,5,5,14.0,South East,1,3.0
 Kathmandu, Budhanilkantha,2139.0625,34000000.0,6,6,30.0,North East,2,3.0
 Kathmandu, Balaju,4534.8125,29150000.0,1,1,10.0,East,2,1.0
 Kathmandu, Chapali,4107.0,42500000.0,5,6,14.0,South East,4,3.0
 Kathmandu, Baluwatar,1711.25,39000000.0,7,3,10.0,North,1,2.5
 Lalitpur, Bhaisepati,2481.3125,37500000.0,8,6,12.0,North West,1,4.0
 Kathmandu, Tinthana,1026.75,16000000.0,5,3,13.0,East,1,2.5
 Lalitpur, Tikathali,1369.0,21500000.0,6,4,20.0,West,3,2.5
 Kathmandu, Kapan,1197.875,15000000.0,4,4,0.0,West,2,3.0
 Kathmandu, Jorpati,1026.75,23500000.0,0,0,0.0,North East,0,3.0
 Kathmandu, Baluwatar,2053.5,60000000.0,5,5,13.0,South,1,2.5
 Kathmandu, Pasikot,4107.0,55000000.0,5,5,22.0,North,6,2.0
 Kathmandu, Pasikot,7187.25,81000000.0,6,6,15.0,East,6,3.0
 Kathmandu, Thankot,1026.75,13000000.0,6,2,23.0,West,1,3.0
 Kathmandu, Naxal,4107.0,65000000.0,6,5,12.0,East,1,2.0
 Kathmandu, Gairigaun,3080.25,80000000.0,16,10,8.0,South,2,4.0
 Kathmandu, Bafal,1369.0,31000000.0,7,3,10.0,South,1,3.0
 Lalitpur, Gwarko,256.6875,17500000.0,3,3,13.0,North West,1,
 Kathmandu, Dhapasi,2738.0,65000000.0,5,6,22.0,South East,3,3.0
 Bhaktapur, Madhyapur Thimi,1625.6875,35000000.0,3,4,30.0,East,3,
 Lalitpur, Tikathali,1369.0,20000000.0,5,2,15.0,East,1,4.0
 Lalitpur, Imadol,1369.0,23500000.0,6,4,13.0,West,1,3.0
 Lalitpur, Tikathali,3208.59375,40000000.0,4,4,492.15,South,2,3.0
 Kathmandu, Baluwatar,3422.5,115000000.0,5,3,0.0,South,4,
