Price(Float),Area(In Sq.Feet),Road,Face,Floor,Bedroom,Bathroom,Address,City
22000000,1437.45,12.0,East,2.5,6,4.0,Paiyatar,Kathmandu
27500000,1090.92,12.0,North east,2.5,4,4.0,Sitapaila,Kathmandu
31000000,1882.375,12.0,East,3.0,6,3.0,Imadol,Lalitpur
12000000,1026.75,12.0,North East,1.5,2,2.0,Matatirtha,Kathmandu
82000000,2074.89,12.0,South East,3.0,13,4.0,Sundar Basti Katunje,Bhaktapur
17700000,855.625,12.0,West,2.5,3,4.0,Dhapakhel,Lalitpur
26000000,1882.37,12.0,West,2.5,5,3.0,Tikathali Pawan Prakriti Height,Lalitpur
21000000,1026.75,12.0,West,2.5,5,4.0,Imadol,Lalitpur
25000000,1540.125,12.0,North West,2.0,7,5.0,Budhanilkantha,Kathmandu
35000000,1711.25,12.0,South,3.0,7,6.0,Pasikot,Kathmandu
21800000,1454.5625,12.0,North East,3.0,5,6.0,Budhanilkantha,Kathmandu
17800000,1112.3125,12.0,South,3.0,5,6.0,Tokha,Kathmandu
35000000,128.8,12.0,South,3.0,4,3.0,Gongabu,Kathmandu
85000000,3182.925,12.0,South,2.5,6,5.0,Thecho,Lalitpur
38000000,1403.225,12.0,North East,2.5,4,1.0,Bhaisepati,Lalitpur
35000000,1779.7,12.0,South,3.5,14,4.0,Panga,Kathmandu
13000000,1060.975,12.0,East,1.0,2,1.0,Gokarna,Kathmandu
33000000,1711.25,12.0,East,4.0,5,4.0,Thankot,Kathmandu
11500000,727.28,12.0,East,1.5,3,1.0,Tikathali,Lalitpur
28500000,1796.8125,12.0,South,2.0,5,2.0,Jorpati,Kathmandu
12200000,1026.75,12.0,South,1.0,2,1.0,Tikathali,Lalitpur
19500000,1112.3125,12.0,South,2.5,6,3.0,Imadol,Lalitpur
27500000,1129.425,12.0,South East,3.0,8,3.0,Makalbari,Kathmandu
25500000,1197.875,12.0,East,8.0,3,3.0,Thulo Bharyang,Kathmandu
21500000,1283.4375,12.0,North,3.0,2,4.0,Mahalaxmi Nagarpalika,Lalitpur
32500000,1540.125,12.0,East,3.0,6,4.0,Sanepa,Lalitpur
38000000,1369.0,12.0,South,3.5,9,4.0,Manamaiju,Kathmandu
17000000,1283.4375,12.0,South East,3.0,6,3.0,Kirtipur,Kathmandu
65500000,2806.45,12.0,South East,2.5,6,4.0,Tenzing Chowk,Kathmandu
22500000,1112.3125,12.0,North,2.5,6,3.0,Tikathali,Lalitpur
21500000,1026.75,12.0,South East,3.0,4,3.0,Baluwakhani,Kathmandu
19900000,1112.3125,12.0,South West,3.0,6,5.0,Bhangal,Kathmandu
16000000,1026.75,12.0,East,3.0,5,3.0,Imadol,Lalitpur
19000000,1005.359375,12.0,South East,4.0,3,2.0,Pepsicola,Kathmandu
14300000,752.95,12.0,South,2.5,3,3.0,Jorpati,Kathmandu
32500000,1369.0,12.0,South East,2.5,6,4.0,Sukedhara,Kathmandu
15000000,1711.25,12.0,South,1.0,2,2.0,Budhanilkantha,Kathmandu
100000000,3764.75,12.0,South East,4.0,10,7.0,Chappal Karkhana,Kathmandu
19000000,2930.515625,12.0,East,2.0,4,3.0,Tokha,Kathmandu
12500000,684.5,12.0,South West,2.5,4,3.0,Kapan,Kathmandu
48000000,2738.0,12.0,North West,3.0,6,3.0,Bishal Nagar,Kathmandu
26500000,1796.8125,12.0,East,3.0,6,5.0,Sunderbasti,Kathmandu
21000000,1197.875,12.0,South West,3.0,5,3.0,Jorpati,Kathmandu
57500000,3080.25,12.0,South,2.5,4,3.0,Budhanilkantha,Kathmandu
12000000,1026.75,12.0,East,1.0,2,1.0,suryabinayak,Bhaktapur
30000000,1437.45,12.0,North,2.5,6,3.0,Sitapaila,Kathmandu
23000000,1026.75,12.0,East,2.5,4,4.0,Imadol,Lalitpur
65000000,4107.0,12.0,East,2.0,6,5.0,Naxal,Kathmandu
14000000,1026.75,12.0,South West,1.0,2,1.0,Kapan,Kathmandu
16000000,752.95,12.0,East,2.5,5,3.0,Thali,Kathmandu
22000000,600.0,12.0,South East,2.5,6,4.0,Tikathali,Lalitpur
169999992,6160.5,12.0,East,3.0,7,4.0,Maharajgunj,Kathmandu
41000000,1711.25,12.0,West,4.5,12,4.0,Maharajgunj,Kathmandu
31000000,1369.0,12.0,South,2.5,4,4.0,Banasthali,Kathmandu
28500000,1219.265625,12.0,East,3.0,6,5.0,Imadol,Lalitpur
85000000,2053.5,12.0,South East,4.0,8,6.0,Bijulibajar,Kathmandu
37000000,1369.0,12.0,South West,3.0,5,4.0,Chabahil,Kathmandu
51500000,2053.5,12.0,North East,3.0,6,3.0,Baluwatar,Kathmandu
10500000,1112.3125,12.0,South East,1.5,2,2.0,Gokarneshwor,Kathmandu
22500000,2139.0625,12.0,East,3.0,4,3.0,Mandikatar,Kathmandu
22700000,1454.5625,12.0,West,3.0,5,2.0,Thulo Bharyang,Kathmandu
21000000,1060.975,12.0,East,2.5,5,3.0,Dhapasi,Kathmandu
47000000,3080.25,12.0,East,2.5,6,2.0,Dhapasi,Kathmandu
23000000,1069.53125,12.0,South,3.0,6,3.0,Tikathali,Lalitpur
47500000,4080.0,12.0,South,3.5,9,4.0,Sorhakhutte,Kathmandu
29000000,1095.2,12.0,North,2.5,6,5.0,Budhanilkantha,Kathmandu
40000000,2994.6875,12.0,South,3.0,8,4.0,Dhapasi,Kathmandu
12800000,1197.875,12.0,West,1.0,2,1.0,Budhanilkantha,Kathmandu
70000000,5133.75,12.0,East,3.0,7,5.0,Maharajgunj,Kathmandu
24000000,1129.425,12.0,West,2.5,6,5.0,Kapan,Kathmandu
35000000,1369.0,12.0,East,2.5,5,3.0,Aarubari,Kathmandu
23000000,1197.875,12.0,South east,2.5,6,4.0,Tikathali,Lalitpur
10500000,1197.875,12.0,South West,1.0,2,1.0,Makalbari,Kathmandu
22500000,1197.875,12.0,East,3.0,6,3.0,Tikathali,Lalitpur
19500000,941.1875,12.0,South East,3.0,3,3.0,Basundhara,Kathmandu
34500000,2310.1875,12.0,East,4.0,9,4.0,Sukedhara,Kathmandu
17500000,1711.25,12.0,East,2.0,4,2.0,Balagau,Kathmandu
55000000,2738.0,12.0,East,2.5,8,4.0,Deuwa Chowk,Kathmandu
44500000,2121.95,12.0,South,3.0,6,3.0,Thapathali,Kathmandu
25000000,1403.225,12.0,West,2.5,6,5.0,Bauthali,Kathmandu
25000000,1112.31,12.0,East,2.5,2,3.0,Imadol,Lalitpur
35500000,1369.0,12.0,East,3.0,6,4.0,Sitapaila,Kathmandu
23500000,1060.975,12.0,East,2.5,6,3.0,Budhanilkantha,Kathmandu
17000000,7443.9375,12.0,East,3.0,5,3.0,Manamaiju,Kathmandu
36000000,1112.3125,12.0,South,5.5,23,15.0,New Buspark,Kathmandu
60000000,2738.0,12.0,East,3.0,8,5.0,Dhumbarahi,Kathmandu
45000000,2395.75,12.0,East,3.5,8,5.0,Dhumbarahi,Kathmandu
76000000,3600.0,12.0,West,3.0,2,1.0,Park Village Resort,Kathmandu
70000000,3422.5,12.0,South,2.5,5,5.0,Banasthali,Kathmandu
23000000,1197.875,12.0,East,2.5,3,4.0,Man B Marga,Kathmandu
31500000,1690.715,12.0,North,2.5,6,4.0,Imadol,Lalitpur
50000000,1454.5625,12.0,South,3.0,5,4.0,Narephate,Kathmandu
5000000,1200.0,12.0,South west,2.5,7,3.0,Dhalmal Pul,Kathmandu
31000000,1411.78,12.0,South east,2.5,5,2.0,Pasikot,Kathmandu
18000000,1069.53125,12.0,East,2.5,5,3.0,Makalbari,Kathmandu
21500000,1069.53,12.0,East,2.5,7,4.0,Dahachowk,Kathmandu
25000000,1497.34,12.0,East,2.5,5,4.0,Phutung,Kathmandu
33500000,1711.25,12.0,East,3.5,8,4.0,Chokhel Sunakothi,Lalitpur
33500000,1711.25,12.0,East,3.5,8,4.0,Chokhel,Lalitpur
31000000,1540.125,12.0,West,2.5,5,4.0,Chardobato,Bhaktapur
26000000,1711.25,12.0,South East,3.0,11,3.0,Gokarneshwor,Kathmandu
72500000,5476.0,12.0,North,2.5,5,6.0,Dhungeadda,Kathmandu
13000000,1625.68,12.0,West,2.0,3,2.0,Jharuwarashi,Lalitpur
22000000,1048.14,12.0,East,2.5,5,5.0,Mandikataar,Kathmandu
27000000,1540.125,12.0,west,2.5,5,4.0,Chapali,Kathmandu
6500000,787.175,12.0,East,1.0,3,1.0,Thulo Bharyang,Kathmandu
35500000,1903.76,12.0,East,3.5,7,5.0,Nayabasti,Kathmandu
17000000,752.95,12.0,North East,3.5,6,5.0,Makalbari,Kathmandu
20000000,1411.78125,12.0,West,3.5,7,3.0,Imadol,Lalitpur
40000000,2053.5,12.0,South East,2.5,5,3.0,Sukedhara,Kathmandu
35000000,1437.45,12.0,East,3.5,12,6.0,Narayantar,Kathmandu
25000000,1437.45,12.0,South West,2.5,6,3.0,Manamaiju,Kathmandu
16000000,1026.75,12.0,East,2.5,5,3.0,Imadol,Lalitpur
20000000,1095.2,12.0,East,3.0,6,2.0,Imadol,Lalitpur
100000000,6845.0,12.0,East,2.5,6,4.0,Hattigauda,Kathmandu
37500000,2139.05,12.0,East,2.0,5,2.0,Hattigauda,Kathmandu
35000000,1133.703125,12.0,North,5.0,9,5.0,Baghbazaar,Kathmandu
33500000,1796.8125,12.0,South,3.0,4,4.0,Bhangal,Kathmandu
25000000,1561.515625,12.0,East,3.0,5,4.0,Tarkeshwor,Kathmandu
28000000,1369.0,12.0,East,2.5,5,3.0,Hattigauda,Kathmandu
29000000,1882.375,12.0,North,2.5,4,4.0,Hattiban,Lalitpur
42000000,2806.45,12.0,South,2.5,8,4.0,Banasthali,Kathmandu
35000000,1369.0,12.0,North,2.0,5,4.0,Chandol,Kathmandu
8000000,605.0,12.0,South East,1.0,2,1.0,Hattiban,Lalitpur
40000000,2738.0,12.0,East,2.5,8,5.0,Harisiddhi,Lalitpur
40000000,1863.0,12.0,South,3.5,1,4.0,Hanumanghat,Kathmandu
40000000,1839.59375,12.0,North,3.5,7,4.0,Chappal Karkhana,Kathmandu
25000000,1026.75,12.0,East,3.0,8,3.0,Gaurighat,Kathmandu
55000000,2738.0,12.0,South West,3.5,11,6.0,Gongabu,Kathmandu
35000000,1411.78,12.0,South,3.5,8,5.0,Gongabu,Kathmandu
23750000,1069.53,12.0,East,3.5,6,5.0,Gongabu,Kathmandu
21500000,1369.0,12.0,East,2.5,6,4.0,Hattiban,Lalitpur
18000000,2566.875,12.0,East,1.5,2,1.0,Gokarneshwor,Kathmandu
25000000,1711.24,12.0,North west,5.0,4,4.0,Chapali,Kathmandu
23000000,1403.225,12.0,South West,2.5,5,3.0,Sipadol,Bhaktapur
30000000,1026.75,12.0,West,2.0,5,4.0,Bhaisepati,Lalitpur
240000000,23273.0,12.0,South East,2.5,4,5.0,Syuchatar,Kathmandu
50000000,4107.0,12.0,East,2.5,7,5.0,Rudreshwor,Kathmandu
96000000,4107.0,12.0,South,2.0,3,3.0,Khusibu,Kathmandu
25000000,1540.125,12.0,North east,2.5,7,5.0,Kapan,Kathmandu
55000000,1796.8125,12.0,South East,3.0,4,5.0,Baluwatar,Kathmandu
130000000,444.925,12.0,South,2.5,7,4.0,Mahalaxmisthan,Lalitpur
27500000,1813.925,12.0,East,3.5,7,5.0,Thecho,Lalitpur
21500000,1048.14,12.0,South,2.5,3,3.0,Khumaltar,Lalitpur
35000000,2139.0625,12.0,East,2.0,2,1.0,Basundhara,Kathmandu
39000000,2395.75,12.0,East,2.5,7,4.0,Dhapasi,Kathmandu
14000000,1197.875,12.0,East,3.0,2,2.0,Kapan,Kathmandu
37500000,1369.0,12.0,East,4.0,8,5.0,Bhimsenthan,Kathmandu
19900000,1069.53,12.0,East,2.5,8,4.0,Sanagaun,Lalitpur
35000000,1369.0,12.0,South,3.5,5,3.0,Gongabu,Kathmandu
21500000,1129.425,12.0,North,2.5,6,4.0,Imadol,Lalitpur
36000000,1711.25,12.0,North,2.5,7,3.0,Chandol,Kathmandu
21000000,1026.75,12.0,South East,2.5,5,5.0,Bhaisepati,Lalitpur
23500000,752.95,12.0,North,2.5,6,2.0,Bafal,Kathmandu
27000000,1369.0,12.0,South east,2.5,5,4.0,Bhangal,Kathmandu
45000000,1779.7,12.0,North East,2.5,5,3.0,Tokha,Kathmandu
30000000,1095.2,12.0,North,2.5,6,4.0,Bhangal,Kathmandu
45000000,1347.609375,12.0,North East,3.0,6,4.0,Kalanki,Kathmandu
52000000,1471.675,12.0,South,2.5,4,5.0,Bansbari,Kathmandu
28500000,1540.125,12.0,South,2.5,5,2.0,"Besigaun, Jorpati",Kathmandu
13000000,1647.078125,12.0,East,3.0,3,2.0,Jharuwarashi,Lalitpur
61000000,3422.5,12.0,East,3.0,4,3.0,Dhapasi,Kathmandu
30000000,1369.0,12.0,East,3.0,6,3.0,Besi Gaun,Kathmandu
31000000,1625.6875,12.0,West,2.5,5,4.0,Kapan,Kathmandu
31000000,1369.0,12.0,North,3.5,8,3.0,Kapan,Kathmandu
51000000,1437.45,12.0,South,2.5,5,5.0,Bansbari,Kathmandu
53500000,2772.225,12.0,North West,4.0,8,4.0,Narayantar,Kathmandu
38000000,1711.25,12.0,West,4.0,8,4.0,Maharajgunj,Kathmandu
71500000,2053.5,12.5,East,3.5,8,7.0,Baluwatar,Kathmandu
45000000,2806.45,12.5,South East,2.5,6,3.0,Budhanilkantha,Kathmandu
38000000,1745.475,12.5,West,2.5,4,4.0,Nakkhu,Lalitpur
42500000,2053.5,12.5,South West,3.0,8,3.0,Balkhu,Kathmandu
36000000,2395.75,12.5,North East,2.5,6,2.0,Imadol,Lalitpur
19000000,1437.45,12.5,North West,3.0,8,3.0,Tathali,Bhaktapur
25000000,1369.0,13.0,North,3.0,6,4.0,Bhaisepati,Lalitpur
18500000,1048.140625,13.0,South West,3.0,6,3.0,Kageshwori Manohara,Kathmandu
37500000,1369.0,13.0,North,3.0,6,5.0,Budhanilkantha,Kathmandu
29500000,1732.640625,13.0,South,3.0,7,3.0,Kapan,Kathmandu
41000000,1026.75,13.0,South East,3.0,6,5.0,Jhamsikhel,Lalitpur
33500000,1369.0,13.0,North,3.0,6,5.0,Budhanilkantha,Kathmandu
19000000,1197.875,13.0,North West,2.5,4,3.0,Imadol,Lalitpur
33400000,1711.25,13.0,South West,3.0,5,5.0,Hattigauda,Kathmandu
28500000,1369.0,13.0,East,3.0,12,3.0,Suryabinayak,Bhaktapur
81600000,4107.0,13.0,North East,3.0,4,4.0,Bansbari,Kathmandu
13000000,1026.75,13.0,North East,1.5,4,2.0,Imadol,Lalitpur
31000000,1711.25,13.0,North,3.0,6,5.0,Hattigauda,Kathmandu
21000000,1197.84,13.0,East,3.0,4,4.0,Imadol,Lalitpur
11000000,941.1875,13.0,West,1.5,2,1.0,Tikathali,Lalitpur
22500000,1026.75,13.0,South,2.0,4,3.0,Budhanilkantha,Kathmandu
28000000,1433.171875,13.0,North West,3.0,5,3.0,Budhanilkantha,Kathmandu
15800000,1112.3125,13.0,East,2.0,2,1.0,Gothatar,Kathmandu
56000000,2738.0,13.0,North,3.0,4,4.0,Baluwatar,Kathmandu
22000000,1197.875,13.0,South,3.0,5,3.0,Harisiddhi,Lalitpur
60000000,4107.0,13.0,East,3.0,3,6.0,Gwarko,Lalitpur
23500000,1796.8125,13.0,South West,3.0,5,5.0,Kapan,Kathmandu
42500000,1454.5625,13.0,West,3.0,5,4.0,Budhanilkantha,Kathmandu
35000000,1625.6875,13.0,South,3.0,5,3.0,Chakupat,Lalitpur
22000000,1112.3125,13.0,East,3.0,5,5.0,Tokha,Kathmandu
100000000,4385.078125,13.0,East,3.0,5,6.0,Banasthali,Kathmandu
25000000,1197.875,13.0,East,3.0,8,5.0,Nepaltar,Kathmandu
30000000,1283.4375,13.0,West,3.0,4,3.0,Bhaisepati,Lalitpur
12500000,1112.3125,13.0,South,1.5,2,1.0,Imadol,Lalitpur
24000000,1369.0,13.0,East,2.5,4,4.0,Sitapaila,Kathmandu
102500000,6502.75,13.0,East,3.0,6,6.0,Golfutar,Kathmandu
21000000,1197.875,13.0,East,2.5,4,3.0,Imadol,Lalitpur
23500000,1026.75,13.0,South,2.5,4,4.0,Imadol,Lalitpur
27500000,1711.25,13.0,West,3.0,4,2.0,Lubhu,Lalitpur
17500000,1026.75,13.0,South,3.0,5,3.0,Imadol,Lalitpur
12500000,1155.09375,13.0,West,1.5,2,1.0,Imadol,Lalitpur
40000000,3080.25,13.0,East,4.0,9,6.0,Tokha,Kathmandu
33000000,1711.25,13.0,North,3.0,5,6.0,Budhanilkantha,Kathmandu
26000000,1796.8125,13.0,East,2.0,4,3.0,Balaju,Kathmandu
30500000,1369.0,13.0,West,2.0,5,5.0,Budhanilkantha,Kathmandu
14000000,1112.3125,13.0,South West,1.0,2,2.0,Mandikatar,Kathmandu
26500000,1112.3125,13.0,North,3.0,5,4.0,Imadol,Lalitpur
20500000,855.625,13.0,North East,3.0,4,3.0,Imadol,Lalitpur
26000000,1197.875,13.0,East,3.0,4,4.0,Imadol,Lalitpur
28000000,1369.0,13.0,South East,3.0,6,6.0,Budhanilkantha,Kathmandu
22500000,1197.875,13.0,South,3.0,4,4.0,Imadol,Lalitpur
25000000,120.0,13.0,West,3.0,7,5.0,Mandikatar,Kathmandu
35000000,1711.25,13.0,East,2.0,5,4.0,Mandikatar,Kathmandu
26500000,1369.0,13.0,East,3.0,6,6.0,Budhanilkantha,Kathmandu
26000000,1711.25,13.0,South West,2.0,3,3.0,Sirutar,Bhaktapur
12900000,855.625,13.0,South,3.0,4,3.0,Chandragiri,Kathmandu
28000000,1390.390625,13.0,North,3.0,6,3.0,Kapan,Kathmandu
43500000,1711.25,13.0,North East,4.0,6,5.0,Budhanilkantha,Kathmandu
22500000,1369.0,13.0,East,3.0,5,3.0,Naikap,Kathmandu
57000000,2395.75,13.0,South West,3.0,4,4.0,Budhanilkantha,Kathmandu
12500000,1026.75,13.0,South,1.5,2,1.0,Tikathali,Lalitpur
25000000,1112.3125,13.0,East,3.5,5,4.0,Imadol,Lalitpur
55000000,2909.125,13.0,North East,2.0,4,4.0,Budhanilkantha,Kathmandu
39000000,1711.25,13.0,South West,3.0,4,4.0,Minbhawan,Kathmandu
24000000,1026.75,13.0,East,2.5,4,3.0,Imadol,Lalitpur
48500000,3422.5,13.0,West,2.0,4,4.0,Bohoratar,Kathmandu
39800000,1710.0,13.0,East,3.0,8,4.0,Madhyapur Thimi,Bhaktapur
17800000,1197.875,13.0,East,3.0,9,3.0,Goldhunga,Kathmandu
25500000,1369.0,13.0,East,3.0,6,6.0,Sitapaila,Kathmandu
19500000,1112.3125,13.0,North,3.0,5,3.0,Tikathali,Lalitpur
24800000,1026.75,13.0,South,3.0,5,4.0,Syuchatar,Kathmandu
27000000,4107.0,13.0,West,2.0,15,7.0,Thaiba,Lalitpur
50000000,2053.5,13.0,South,2.0,5,3.0,Swayambhu,Kathmandu
55000000,1796.8125,13.0,East,6.0,6,6.0,Baluwatar,Kathmandu
26500000,1197.875,13.0,North,4.0,5,4.0,Nakhipot,Lalitpur
21500000,919.796875,13.0,West,2.0,8,4.0,Guheshwori,Kathmandu
60000000,4107.0,13.0,East,3.0,6,6.0,Budhanilkantha,Kathmandu
21000000,1197.875,13.0,South,2.0,5,2.0,Sitapaila,Kathmandu
25000000,1026.75,13.0,South,3.0,9,3.0,Budhanilkantha,Kathmandu
22000000,1133.703125,13.0,East,2.5,5,5.0,Imadol,Lalitpur
36000000,1197.875,13.0,North West,3.0,6,4.0,Tarkeshwor,Kathmandu
25000000,1369.0,13.0,North East,3.0,7,5.0,Syuchatar,Kathmandu
24500000,1540.125,13.0,North,2.5,7,3.0,Bafal,Kathmandu
59500000,2053.5,13.0,South,3.0,5,5.0,Budhanilkantha,Kathmandu
27200000,1540.125,13.0,East,2.5,6,3.0,Kapan,Kathmandu
42500000,1711.25,13.0,South East,3.0,5,4.0,Budhanilkantha,Kathmandu
24500000,1369.0,13.0,East,2.0,7,4.0,Syuchatar,Kathmandu
22400000,1283.4375,13.0,North East,3.0,6,4.0,Syuchatar,Kathmandu
15000000,855.625,13.0,North West,2.0,4,2.0,Pepsicola,Kathmandu
21400000,1197.875,13.0,North East,2.5,4,4.0,Imadol,Lalitpur
38000000,1711.25,13.0,West,3.0,6,4.0,Koteshwor,Kathmandu
28500000,1133.703125,13.0,East,2.0,4,4.0,Bhaisepati,Lalitpur
12500000,1026.75,13.0,East,1.5,2,1.0,Imadol,Lalitpur
79500000,3336.9375,13.0,South,3.0,5,5.0,Thecho,Lalitpur
70000000,6845.0,13.0,South,3.0,5,5.0,Pasikot,Kathmandu
34500000,1711.25,13.0,South,3.0,5,5.0,Hattigauda,Kathmandu
32500000,1197.875,13.0,South,3.0,5,4.0,Thulo Bharyang,Kathmandu
40000000,2139.0625,13.0,North,3.0,4,5.0,Golfutar,Kathmandu
28500000,1369.0,13.0,South West,2.0,5,3.0,Bafal,Kathmandu
36500000,2224.625,13.0,North East,3.0,5,3.0,Hattigauda,Kathmandu
18000000,1240.65625,13.0,East,2.5,5,4.0,Satungal,Kathmandu
23000000,1197.875,13.0,West,2.5,6,4.0,Sanobharyang,Kathmandu
22500000,1197.875,13.0,East,2.5,5,3.0,Bafal,Kathmandu
35000000,1882.375,13.0,West,3.0,5,4.0,United colony,Lalitpur
17000000,941.1875,13.0,East,2.0,5,5.0,Naikap,Kathmandu
20500000,1112.3125,13.0,North,3.0,4,4.0,Imadol,Lalitpur
18500000,855.625,13.0,North East,2.5,5,3.0,Nagarjun,Kathmandu
31500000,1197.875,13.0,North,3.0,4,4.0,Imadol,Lalitpur
53000000,1882.375,13.0,South,2.0,4,4.0,Bhaisepati,Lalitpur
31500000,1711.25,13.0,South East,2.0,5,2.0,Nagarjun,Kathmandu
150000000,2909.125,13.0,East,3.0,6,7.0,Bhaisepati,Lalitpur
23000000,1112.3125,13.0,North East,3.0,4,3.0,Dhapasi,Kathmandu
46000000,1540.125,13.0,East,3.0,4,4.0,Hattiban,Lalitpur
110000000,6845.0,13.0,East,2.0,6,5.0,Basundhara,Kathmandu
16000000,941.1875,13.0,South West,3.0,3,3.0,Budhanilkantha,Kathmandu
23500000,1026.75,13.0,North,3.0,4,4.0,Imadol,Lalitpur
24500000,1197.875,13.0,East,2.5,6,4.0,Budhanilkantha,Kathmandu
24000000,1026.75,13.0,West,4.0,7,4.0,Patan,Lalitpur
135000000,5476.0,13.0,East,3.0,6,7.0,Dhapasi,Kathmandu
32500000,1796.8125,13.0,South East,3.0,6,5.0,Imadol,Lalitpur
45000000,1882.375,13.0,East,3.0,5,4.0,Hattigauda,Kathmandu
42500000,2738.0,13.0,East,3.0,5,5.0,Budhanilkantha,Kathmandu
28000000,1711.25,13.0,East,3.0,6,3.0,Dhapakhel,Lalitpur
16500000,1454.5625,13.0,South West,3.0,5,4.0,Bhangal,Kathmandu
37500000,1369.0,13.0,East,3.0,6,4.0,Tokha,Kathmandu
21000000,1026.75,13.0,West,2.0,5,3.0,Dhapasi,Kathmandu
150000,5476.0,13.0,East,3.0,5,4.0,Chapali,Kathmandu
26500000,1454.5625,13.0,East,3.0,11,4.0,Kapan,Kathmandu
23500000,1026.75,13.0,East,3.0,5,3.0,Imadol,Lalitpur
46500000,1369.0,13.0,East,3.0,4,4.0,Bhaisepati,Lalitpur
27000000,1112.3125,13.0,South,3.0,5,4.0,Imadol,Lalitpur
18000000,1048.140625,13.0,South East,3.0,5,3.0,Changunarayan,Bhaktapur
240000000,8214.0,13.0,East,2.0,5,5.0,Sanepa,Lalitpur
29500000,1369.0,13.0,South East,3.0,6,4.0,Imadol,Lalitpur
21000000,1026.75,13.0,North,3.0,4,4.0,Imadol,Lalitpur
47500000,1711.25,13.0,South,3.0,5,5.0,Raniban,Kathmandu
30000000,1026.75,13.0,West,2.0,3,3.0,Raniban,Kathmandu
24000000,1454.5625,13.0,East,2.0,5,3.0,Kavresthali,Kathmandu
33500000,1369.0,13.0,South,4.0,8,5.0,Imadol,Lalitpur
25000000,1197.875,13.0,South West,2.5,5,3.0,Imadol,Lalitpur
28700000,1197.875,13.0,East,2.5,5,4.0,Imadol,Lalitpur
22500000,1197.875,13.0,East,3.0,4,4.0,Imadol,Lalitpur
11200000,941.1875,13.0,East,1.5,2,1.0,Tikathali,Lalitpur
21500000,1026.75,13.0,East,3.0,4,3.0,Imadol,Lalitpur
24500000,1197.875,13.0,East,3.0,4,4.0,Imadol,Lalitpur
11500000,941.1875,13.0,West,1.5,2,1.0,Imadol,Lalitpur
17000000,1219.265625,13.0,East,4.0,5,5.0,Lubhu,Lalitpur
21500000,1026.75,13.0,East,3.0,4,4.0,Imadol,Lalitpur
27000000,1347.609375,13.0,North East,3.0,2,3.0,Imadol,Lalitpur
21000000,1112.3125,13.0,West,2.5,6,4.0,Kadaghari,Kathmandu
26500000,1262.046875,13.0,North,2.5,5,3.0,Boudha,Kathmandu
34500000,1026.75,13.0,East,3.0,4,4.0,Samakhusi,Kathmandu
85000000,3764.75,13.0,South,3.0,8,8.0,Budhanilkantha,Kathmandu
38000000,1197.875,13.0,East,3.0,4,4.0,Bhaisepati,Lalitpur
45000000,1711.25,13.0,East,3.0,6,4.0,Budhanilkantha,Kathmandu
26500000,1369.0,13.0,North West,3.0,4,4.0,Mahalaxmisthan,Lalitpur
23500000,1197.875,13.0,South,2.5,4,4.0,Imadol,Lalitpur
18500000,1026.75,13.0,North,2.5,4,4.0,Imadol,Lalitpur
60000000,3123.03125,13.0,East,2.5,7,4.0,Budhanilkantha,Kathmandu
295000000,1454.5625,13.0,East,2.5,7,4.0,Sanobharyang,Kathmandu
33500000,3080.25,13.0,South,1.0,1,1.0,Imadol,Lalitpur
18500000,1026.75,13.0,North,2.5,4,3.0,Imadol,Lalitpur
100000000,6502.75,13.0,East,3.0,6,6.0,Golfutar,Kathmandu
32000000,1026.75,13.0,South West,3.0,4,5.0,Chappal Karkhana,Kathmandu
45000000,1625.6875,13.0,South,3.0,5,4.0,Budhanilkantha,Kathmandu
19000000,1048.140625,13.0,South,3.5,6,3.0,Kadaghari,Kathmandu
16000000,1026.75,13.0,South West,1.0,2,1.0,Imadol,Lalitpur
27000000,1197.875,13.0,North,3.0,6,3.0,Kadaghari,Kathmandu
50000000,2053.5,13.0,South East,3.0,5,3.0,Sano Bharyang,Kathmandu
21500000,1112.3125,13.0,East,2.5,6,6.0,Pepsicola,Kathmandu
23500000,1240.65625,13.0,East,2.0,7,3.0,Sitapaila,Kathmandu
26000000,1112.3125,13.0,South West,3.0,3,4.0,Tokha,Kathmandu
28000000,1283.4375,13.0,East,4.0,9,5.0,Patan,Lalitpur
46500000,1471.675,13.0,West,3.0,6,6.0,Hepali Height,Kathmandu
25000000,7786.1875,13.0,North East,3.0,7,6.0,Imadol,Lalitpur
27000000,1197.87,13.0,North east,2.5,6,4.0,Imadol,Lalitpur
34000000,1197.875,13.0,East,3.0,6,4.0,Imadol,Lalitpur
32500000,1369.0,13.0,North,2.5,5,4.0,Imadol,Lalitpur
26500000,1026.75,13.0,West,3.0,5,3.0,Imadol,Lalitpur
26000000,1026.75,13.0,East,3.0,6,3.0,Imadol,Lalitpur
25000000,1112.31,13.0,North,2.5,7,4.0,Imadol,Lalitpur
25000000,1069.53,13.0,South east,2.5,4,3.0,Imadol,Lalitpur
16500000,1026.75,13.0,East,1.5,2,1.0,Imadol,Lalitpur
25000000,1369.0,13.0,North East,2.5,4,4.0,Imadol,Lalitpur
24000000,1112.31,13.0,East,2.5,4,3.0,Imadol,Lalitpur
24000000,1048.14,13.0,East,2.5,4,3.0,Imadol,Lalitpur
23500000,1026.75,13.0,East,2.5,4,4.0,Imadol,Lalitpur
23500000,1026.75,13.0,East,2.5,5,4.0,Imadol,Lalitpur
